,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
1698,http://www.wikidata.org/entity/Q4813091,Ateneo de Sevilla,athenaeum | medical check-up,not classified organisation,1
222,http://www.wikidata.org/entity/Q119518040,Amistanço dei troubaire marsihés,cultural association | organization,not classified organisation,1
1696,http://www.wikidata.org/entity/Q4809179,Associated Country Women of the World,organization | women's organization,not classified organisation,1
1695,http://www.wikidata.org/entity/Q4804720,Ashby School,academy school | boarding school | secondary school | upper school,educational institution,1
1694,http://www.wikidata.org/entity/Q4801497,Arts and Humanities Research Council,non-departmental public body | research council,research organisation,1
223,http://www.wikidata.org/entity/Q11970576,Fylkesarkivet i Sogn og Fjordane,q15119463,not classified organisation,1
1692,http://www.wikidata.org/entity/Q4787292,Archives and Records Association,organization,not classified organisation,1
1733,http://www.wikidata.org/entity/Q492467,University of Auckland,public university,public university,1
1690,http://www.wikidata.org/entity/Q4775035,Antioch University,private not-for-profit educational institution | university,university,1
224,http://www.wikidata.org/entity/Q11976581,Høyfjellskommisjonen,court,not classified organisation,1
1688,http://www.wikidata.org/entity/Q476177,Schlesische Funkstunde,radio station,not classified organisation,1
225,http://www.wikidata.org/entity/Q1197895,Pennsylvania Railroad,business | railway company,company or gov. agency,1
1686,http://www.wikidata.org/entity/Q47531943,Comité d'histoire de la sécurité sociale,organization,not classified organisation,1
1685,http://www.wikidata.org/entity/Q47529609,Comité d'histoire de la Cour des comptes,organization,not classified organisation,1
1683,http://www.wikidata.org/entity/Q4748473,Ampleforth College,boarding school | catholic school | independent school | mixed-sex education,educational institution,1
1682,http://www.wikidata.org/entity/Q471980,Lycée Saint-Louis,educational facility,research facility,1
1681,http://www.wikidata.org/entity/Q4713602,Aldenham School,boarding school | independent school,educational institution,1
227,http://www.wikidata.org/entity/Q119893080,Municipality of Ashdod,municipality,not classified organisation,1
228,http://www.wikidata.org/entity/Q11992040,Q11992040,youth organisation,not classified organisation,1
1678,http://www.wikidata.org/entity/Q4682076,Adelphi University,organization | private not-for-profit educational institution | school | university,university,1
1677,http://www.wikidata.org/entity/Q4671102,Academia de Marinha,government agency | research institute,research organisation,1
1691,http://www.wikidata.org/entity/Q4785407,Archaeological Museum of Granada,archaeological museum | ethnographic museum | monument,scientific organisation,1
1732,http://www.wikidata.org/entity/Q49213,University of Texas at Austin,public educational institution of the united states | public research university,university,1
209,http://www.wikidata.org/entity/Q11906825,municipal archive of Palafrugell,archive,not classified organisation,1
1729,http://www.wikidata.org/entity/Q4916650,Birmingham City Council,metropolitan borough council,not classified organisation,1
1728,http://www.wikidata.org/entity/Q49165,Amherst College,liberal arts college | private not-for-profit educational institution,educational institution,1
1727,http://www.wikidata.org/entity/Q49133,Museum of Fine Arts Boston,art museum | medical check-up | museum,scientific organisation,1
1726,http://www.wikidata.org/entity/Q49124,Radcliffe College,college,educational institution,1
1725,http://www.wikidata.org/entity/Q49118,Boston College,college | open-access publisher | private not-for-profit educational institution | university,university,1
211,http://www.wikidata.org/entity/Q11909321,Archivo Histórico de Mahón,municipal archive,not classified organisation,1
1723,http://www.wikidata.org/entity/Q49116,Dartmouth College,colonial colleges | open-access publisher | private not-for-profit educational institution | private university | research university,private university,1
213,http://www.wikidata.org/entity/Q1191202,University of North Carolina,educational institution | state agency of north carolina | state university system,university,1
214,http://www.wikidata.org/entity/Q1191344,Northern Illinois University,normal school | public educational institution of the united states | university,university,1
215,http://www.wikidata.org/entity/Q11913478,Q11913478,cultural institution,not classified organisation,1
1704,http://www.wikidata.org/entity/Q48525,Federal Government of the United States,federal government,company or gov. agency,1
218,http://www.wikidata.org/entity/Q1192305,Smithsonian American Art Museum,art museum | database,scientific organisation,1
1716,http://www.wikidata.org/entity/Q4904546,Bienen School of Music,conservatory | music school | organization,educational institution,1
1715,http://www.wikidata.org/entity/Q4899538,Beverly High School,high school,educational institution,1
1714,http://www.wikidata.org/entity/Q48967278,Video Game History Foundation,medical check-up,not classified organisation,1
1713,http://www.wikidata.org/entity/Q48955132,School named after K. N. Novikov,school | school building,educational institution,1
1712,http://www.wikidata.org/entity/Q48940406,Q48940406,archive,not classified organisation,1
1711,http://www.wikidata.org/entity/Q4891334,Gipuzkoa Foral Council,foral diputation | government,company or gov. agency,1
1710,http://www.wikidata.org/entity/Q4879170,Bedford Modern School,independent school,educational institution,1
1709,http://www.wikidata.org/entity/Q4877549,Beaumont College,english country house | public school,educational institution,1
1708,http://www.wikidata.org/entity/Q487556,University of Sydney,public research university,university,1
1707,http://www.wikidata.org/entity/Q4865820,Bartłomiej Nowodworski High School,lyceum | secondary school,educational institution,1
1706,http://www.wikidata.org/entity/Q486269,Kodak,business | camera manufacturer | enterprise | holding company | public company,company or gov. agency,1
220,http://www.wikidata.org/entity/Q119439003,Q119439003,cultural association,not classified organisation,1
216,http://www.wikidata.org/entity/Q1191833,University of Manitoba,public research university | university in manitoba,university,1
49,http://www.wikidata.org/entity/Q10547711,Konstnärernas Riksorganisation,labor union,not classified organisation,1
2286,http://www.wikidata.org/entity/Q838691,Muséum national d'histoire naturelle,botanical garden | national museum | natural history museum,scientific organisation,1
50,http://www.wikidata.org/entity/Q1054905,Morgan State University,historically black college or university | public educational institution of the united states | university,university,1
2284,http://www.wikidata.org/entity/Q837320,University of Havana,open-access publisher | public university,public university,1
2283,http://www.wikidata.org/entity/Q836469,Friedrich Ebert Foundation,medical check-up | party political foundation in germany | publishing company | think tank,company or gov. agency,1
2282,http://www.wikidata.org/entity/Q835960,University of São Paulo,academic publisher | open-access publisher | public university | research institute,public university,1
2281,http://www.wikidata.org/entity/Q835943,Royal Society of Arts and Sciences in Gothenburg,academy of sciences | national academy,academy of sciences,1
2280,http://www.wikidata.org/entity/Q835440,University of Konstanz,public university | university of excellence,public university,1
2279,http://www.wikidata.org/entity/Q8350003,Consell Valencià de Cultura,council,not classified organisation,1
51,http://www.wikidata.org/entity/Q10550204,Royal Society of Humanist Learning in Lund,learned society,learned society,1
52,http://www.wikidata.org/entity/Q10550205,Royal Society of the Humanities at Uppsala,learned society,learned society,1
55,http://www.wikidata.org/entity/Q105549991,Q105549991,diocesan archive,not classified organisation,1
133,http://www.wikidata.org/entity/Q1135056,Corps Starkenburgia Gießen,german student corps,not classified organisation,1
56,http://www.wikidata.org/entity/Q1055563,Horváth Mihály Grammar School,gymnasium,educational institution,1
2271,http://www.wikidata.org/entity/Q8310747,Gymnázium Jana Valeriána Jirsíka,gymnasium | secondary school,educational institution,1
57,http://www.wikidata.org/entity/Q105712079,Normal school of Kiskunfélegyháza,former entity | normal school,educational institution,1
58,http://www.wikidata.org/entity/Q10593753,N. Zahle's School,school,educational institution,1
2268,http://www.wikidata.org/entity/Q828372,Bertolt-Brecht-Gymnasium,gymnasium,educational institution,1
2267,http://www.wikidata.org/entity/Q828098,Schlesische Zeitung,newspaper | periodical,company or gov. agency,1
2266,http://www.wikidata.org/entity/Q82533757,Syndikát českých spisovatelů,publishing company,company or gov. agency,1
59,http://www.wikidata.org/entity/Q1059456,The New York Historical,historical society | history museum | medical check-up | museum,scientific organisation,1
2264,http://www.wikidata.org/entity/Q821726,Ministry of Information,information ministry,not classified organisation,1
2263,http://www.wikidata.org/entity/Q82133,Bodleian Library,academic library,not classified organisation,1
2262,http://www.wikidata.org/entity/Q8211,Rottweil,rural district of baden-württemberg,not classified organisation,1
61,http://www.wikidata.org/entity/Q106264087,Associazione Italiana dei Paleografi e Diplomatisti,language society (17th an 18th century),learned society,1
2259,http://www.wikidata.org/entity/Q8203680,Archivo de la Real Chancillería de Granada,archive | residential building,not classified organisation,1
2273,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,organization | école normale supérieure,public university,1
2314,http://www.wikidata.org/entity/Q867885,Royal Danish Library,library | national library,not classified organisation,1
43,http://www.wikidata.org/entity/Q1048694,Russian State Library,architectural landmark | archive | national library | public library,not classified organisation,1
2312,http://www.wikidata.org/entity/Q86685944,Polish Cultural Foundation,organization,not classified organisation,1
2311,http://www.wikidata.org/entity/Q864855,Georgia Tech,institute of technology | public educational institution of the united states | public research university,institute of technology,1
2310,http://www.wikidata.org/entity/Q863813,Binghamton University,academic publisher | public educational institution of the united states | university,university,1
2309,http://www.wikidata.org/entity/Q86368792,Biblioteca de la Escuela Naval Militar,main library,not classified organisation,1
2308,http://www.wikidata.org/entity/Q8622,Bibliothèque municipale de Lyon,cultural institution | library network | listed municipal library | online database,not classified organisation,1
44,http://www.wikidata.org/entity/Q105046909,Sociedad Española de Historia Natural,scientific society,scientific organisation,1
2306,http://www.wikidata.org/entity/Q861548,Florida State University,public educational institution of the united states | public university | school,public university,1
2305,http://www.wikidata.org/entity/Q860812,Montreal Museum of Fine Arts,art museum | collection,scientific organisation,1
45,http://www.wikidata.org/entity/Q105079539,Bibliothèque de l'observatoire de Paris,organization,not classified organisation,1
46,http://www.wikidata.org/entity/Q1052439,Cecilien-Schule,day school | grundschule | school building,educational institution,1
48,http://www.wikidata.org/entity/Q105458117,Q105458117,archive,not classified organisation,1
2301,http://www.wikidata.org/entity/Q85697031,Biblioteca de la Universidad Politécnica de Madrid - Biblioteca de ETSI Industriales,academic library | library branch,not classified organisation,1
2300,http://www.wikidata.org/entity/Q85696760,Biblioteca de la Real Academia de Ciencias Morales y Políticas,main library | research library,research organisation,1
2299,http://www.wikidata.org/entity/Q856640,La contemporaine,archive | library | service interétablissement de coopération documentaire | university museum,university,1
2298,http://www.wikidata.org/entity/Q85542964,Muzeum Podkrkonoší v Trutnově,museum,scientific organisation,1
2297,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,swedish government agency | university,university,1
2296,http://www.wikidata.org/entity/Q85300,Odesa University,open-access publisher | university,university,1
47,http://www.wikidata.org/entity/Q105426432,Q105426432,archive,not classified organisation,1
2294,http://www.wikidata.org/entity/Q849751,York University,university,university,1
2293,http://www.wikidata.org/entity/Q84682544,Q84682544,gymnasium,educational institution,1
2292,http://www.wikidata.org/entity/Q842909,Rice University,private not-for-profit educational institution | private university | research university,private university,1
2291,http://www.wikidata.org/entity/Q8423370,Wikimedia France,wikimedia chapter,not classified organisation,1
2290,http://www.wikidata.org/entity/Q842114,Szent László Gimnázium,gymnasium,educational institution,1
2289,http://www.wikidata.org/entity/Q841804,Moscow Theological Academy,educational institution,educational institution,1
2302,http://www.wikidata.org/entity/Q85754692,Crows Nest Boys High School,school,educational institution,1
2229,http://www.wikidata.org/entity/Q80171,Vasyl' Stus Donetsk National University,open-access publisher | public university,public university,1
2228,http://www.wikidata.org/entity/Q798615,Kachanivka,château | cultural heritage site in ukraine | history museum | palace complex | park,scientific organisation,1
2227,http://www.wikidata.org/entity/Q797846,Girton College,college of the university of cambridge | university building,university,1
2226,http://www.wikidata.org/entity/Q7971186,Warwick School,boarding school | boys' school | independent school | public school,educational institution,1
2225,http://www.wikidata.org/entity/Q7970913,SWPS University,private university,private university,1
2224,http://www.wikidata.org/entity/Q7940343,Volkswille,newspaper,not classified organisation,1
73,http://www.wikidata.org/entity/Q106936790,Belarusian Library Association,library association,not classified organisation,1
2222,http://www.wikidata.org/entity/Q789915,United States Department of State,foreign affairs ministry | government agency | united states federal executive department,company or gov. agency,1
74,http://www.wikidata.org/entity/Q106941956,Q106941956,intelligence agency,not classified organisation,1
2220,http://www.wikidata.org/entity/Q7896259,University of Santo Tomas Faculty of Civil Law,faculty of law,university,1
2219,http://www.wikidata.org/entity/Q7895773,University of Michigan School of Information,university,university,1
2218,http://www.wikidata.org/entity/Q7895690,University of Maryland Libraries,academic library | library network | publishing company,company or gov. agency,1
2258,http://www.wikidata.org/entity/Q815268,Belarusian National Technical University,open-access publisher | university,university,1
2216,http://www.wikidata.org/entity/Q7895034,University of Alabama School of Law,law school,educational institution,1
2215,http://www.wikidata.org/entity/Q7894607,University College,college of durham university,university,1
2214,http://www.wikidata.org/entity/Q7894591,National University of Colombia at Bogotá,educational organization | university campus,university,1
2213,http://www.wikidata.org/entity/Q7886886,Unionville High School,high school,educational institution,1
2212,http://www.wikidata.org/entity/Q7886506,Union of Azerbaijani Writers,labor union | writers union,not classified organisation,1
2211,http://www.wikidata.org/entity/Q7877609,Uganda Martyrs University,university,university,1
2210,http://www.wikidata.org/entity/Q787234,Swinburne University of Technology,public university,public university,1
2209,http://www.wikidata.org/entity/Q7866378,USC Viterbi School of Engineering,academic institution | faculty | higher education institution,university,1
2208,http://www.wikidata.org/entity/Q782911,Evangelical Church of Czech Brethren,christian denomination | united and uniting churches,not classified organisation,1
2207,http://www.wikidata.org/entity/Q7813662,Tokomairiro High School,high school | public school | secondary school,educational institution,1
2206,http://www.wikidata.org/entity/Q781108,University of León,open-access publisher | public university | university,public university,1
2205,http://www.wikidata.org/entity/Q7810118,Title Tracks,musical group,not classified organisation,1
2204,http://www.wikidata.org/entity/Q7809,UNESCO,intergovernmental organization | specialized agency of the united nations,company or gov. agency,1
2217,http://www.wikidata.org/entity/Q7895683,University of Maryland College of Information Studies,information school,educational institution,1
2257,http://www.wikidata.org/entity/Q814173,Befehlshaber der Sicherheitspolizei und des SD,organization | paramilitary organization,not classified organisation,1
2256,http://www.wikidata.org/entity/Q813868,Bedford College,college | women's college,educational institution,1
63,http://www.wikidata.org/entity/Q106427203,Q106427203,q2860567,not classified organisation,1
2254,http://www.wikidata.org/entity/Q81181299,Gemeentearchief Kampen,municipal archive,not classified organisation,1
2253,http://www.wikidata.org/entity/Q81175569,Deputazione di storia patria per l'Umbria,archive | deputazione di storia patria,not classified organisation,1
2252,http://www.wikidata.org/entity/Q81175106,"Associazione di pubblica assistenza Stella d'Italia di Spoleto, Spoleto (PG)",archive | emergency department | emergency medical services,not classified organisation,1
2251,http://www.wikidata.org/entity/Q81173903,"Diocesi di Pozzuoli. Archivio storico diocesano Angelo D'Ambrosio, Pozzuoli, Napoli (NA)",archive,not classified organisation,1
2250,http://www.wikidata.org/entity/Q81173420,Archivio Storico Diocesano di Milano,archive | current archive | deposit archive | diocesan archive | historical archive,not classified organisation,1
66,http://www.wikidata.org/entity/Q1066188,Charles Sturt University,open-access publisher | public university,public university,1
2247,http://www.wikidata.org/entity/Q81166110,Dunántúli Református Egyházkerület Levéltára,church archive,not classified organisation,1
2246,http://www.wikidata.org/entity/Q81165989,Magyar Nemzeti Levéltár Csongrád Megyei Levéltára,national archives,not classified organisation,1
2245,http://www.wikidata.org/entity/Q81165982,Magyar Nemzeti Levéltár Békés Megyei Levéltára,national archives,not classified organisation,1
72,http://www.wikidata.org/entity/Q106920487,Stadtarchiv Tübingen,archive,not classified organisation,1
2243,http://www.wikidata.org/entity/Q81165973,Magyar Nemzeti Levéltár Veszprém Megyei Levéltára,national archives,not classified organisation,1
2242,http://www.wikidata.org/entity/Q81164719,Q81164719,regional archive,not classified organisation,1
2241,http://www.wikidata.org/entity/Q81162,Magdalen College,college of the university of oxford,university,1
67,http://www.wikidata.org/entity/Q1066492,Stellenbosch University,open-access publisher | public university | university,public university,1
70,http://www.wikidata.org/entity/Q106857476,Q106857476,faculty,university,1
2238,http://www.wikidata.org/entity/Q8095218,Finnish News Agency STT,business | news agency,company or gov. agency,1
2237,http://www.wikidata.org/entity/Q807,Lausanne,big city | cantonal capital of switzerland | city of switzerland | college town | municipality of switzerland,educational institution,1
2236,http://www.wikidata.org/entity/Q8059708,Ysgol Bro Gwaun,bilingual school,educational institution,1
2235,http://www.wikidata.org/entity/Q805937,Bamberger Dichterkreis,group of poets,not classified organisation,1
71,http://www.wikidata.org/entity/Q1068615,The University of the Arts,private not-for-profit educational institution | university,university,1
2233,http://www.wikidata.org/entity/Q8030912,Women's Freedom League,organization | women's organization,not classified organisation,1
2232,http://www.wikidata.org/entity/Q8028571,Wittenberg University,private not-for-profit educational institution | university,university,1
2231,http://www.wikidata.org/entity/Q8023421,Wiltshire Archaeological and Natural History Society,archaeological society | charitable organization | geolocatable entity | governing body | organization,learned society,1
2244,http://www.wikidata.org/entity/Q81165975,Zala County Archives,national archives,not classified organisation,1
2,http://www.wikidata.org/entity/Q101492595,Q101492595,gymnasium,educational institution,1
2382,http://www.wikidata.org/entity/Q9380821,Higher School of Pedagogy in Olsztyn,higher education institution,educational institution,1
2408,http://www.wikidata.org/entity/Q964922,Egin,daily newspaper | newspaper | publishing company,company or gov. agency,1
2431,http://www.wikidata.org/entity/Q99955354,University of Erlangen,university,university,1
2430,http://www.wikidata.org/entity/Q99779876,Société des amis des monuments parisiens,voluntary association,not classified organisation,1
2429,http://www.wikidata.org/entity/Q99774718,Leicestershire Archaeological and Historical Society,organization,not classified organisation,1
2384,http://www.wikidata.org/entity/Q9392360,Związek Młodzieży Socjalistycznej,political organization,not classified organisation,1
2427,http://www.wikidata.org/entity/Q99397909,Q99397909,voluntary association,not classified organisation,1
2426,http://www.wikidata.org/entity/Q99387936,Grand Séminaire de Rimouski,catholic seminary,not classified organisation,1
2425,http://www.wikidata.org/entity/Q992208,Gymnasium Carolinum,gymnasium,educational institution,1
2385,http://www.wikidata.org/entity/Q9392386,Association of Polish Writers Abroad,voluntary association,not classified organisation,1
2423,http://www.wikidata.org/entity/Q990313,Erdélyi Múzeum-Egyesület,voluntary association,not classified organisation,1
42,http://www.wikidata.org/entity/Q104844666,Q104844666,archive,not classified organisation,1
2386,http://www.wikidata.org/entity/Q9392399,Związek Polskich Artystów Fotografików,association,not classified organisation,1
2420,http://www.wikidata.org/entity/Q9870,Steenbergen,municipality of the netherlands,not classified organisation,1
2419,http://www.wikidata.org/entity/Q9814,Bergen op Zoom,municipality of the netherlands,not classified organisation,1
2418,http://www.wikidata.org/entity/Q9807,'s-Hertogenbosch,municipality of the netherlands,not classified organisation,1
2417,http://www.wikidata.org/entity/Q97932322,Beldzipravadgas,q56377753,not classified organisation,1
2416,http://www.wikidata.org/entity/Q97668446,Q97668446,educational institution | q113302088,educational institution,1
2415,http://www.wikidata.org/entity/Q97584349,Pennsylvania Folklore Society,learned society,learned society,1
2414,http://www.wikidata.org/entity/Q97489592,"Col·legi Sagrada Família, Escaldes-Engordany",building,not classified organisation,1
2413,http://www.wikidata.org/entity/Q97357040,Central Union of Employees,labor union,not classified organisation,1
2387,http://www.wikidata.org/entity/Q9395029,Łódzkie Towarzystwo Naukowe,learned society,learned society,1
2411,http://www.wikidata.org/entity/Q97035999,All-Russian Fleet Support Movement,medical check-up | non-governmental organization,company or gov. agency,1
2410,http://www.wikidata.org/entity/Q9684,Q9684,daily newspaper,not classified organisation,1
0,http://www.wikidata.org/entity/Q1006127,"Bundesgymnasium, Bundesrealgymnasium und Bundesaufbaugymnasium Horn",gymnasium,educational institution,1
2422,http://www.wikidata.org/entity/Q98821848,Historical Society of Lisieux,organization,not classified organisation,1
8,http://www.wikidata.org/entity/Q10185,Berliner Zeitung,daily newspaper,not classified organisation,1
2369,http://www.wikidata.org/entity/Q9346200,Stowarzyszenie Historyków Sztuki,association,not classified organisation,1
29,http://www.wikidata.org/entity/Q10330438,Ministério do Ultramar,ministry | ministry of the colonies,not classified organisation,1
28,http://www.wikidata.org/entity/Q10330434,Ministry of Labour and Employment,defunct organization | ministry of labour,not classified organisation,1
27,http://www.wikidata.org/entity/Q1032469,Military History Institute and Museum,military museum,scientific organisation,1
26,http://www.wikidata.org/entity/Q1032173,Canadian Jewish Congress,organization,not classified organisation,1
25,http://www.wikidata.org/entity/Q1031803,Tor Vergata University of Rome,university,university,1
24,http://www.wikidata.org/entity/Q10302542,Instituto Histórico e Geográfico de São Paulo,research institute,research organisation,1
23,http://www.wikidata.org/entity/Q10302528,Instituto Histórico-Cultural da Aeronáutica,museum,scientific organisation,1
22,http://www.wikidata.org/entity/Q10290774,Regional Government of Madeira,government,company or gov. agency,1
21,http://www.wikidata.org/entity/Q1028013,Studios Hergé,business,company or gov. agency,1
20,http://www.wikidata.org/entity/Q1026939,"California State University, Northridge",public educational institution of the united states | public university,public university,1
3,http://www.wikidata.org/entity/Q1014978,Burggymnasium Essen,gymnasium,educational institution,1
18,http://www.wikidata.org/entity/Q1026916,"California State University, East Bay",public educational institution of the united states | university,university,1
2370,http://www.wikidata.org/entity/Q9347426,Polish Underground Movement Study Trust,cultural institution,not classified organisation,1
2373,http://www.wikidata.org/entity/Q9360535,Towarzystwo Przyjaciół Łodzi,association,not classified organisation,1
14,http://www.wikidata.org/entity/Q102398283,"faculty of science, German University in Prague",faculty,university,1
2374,http://www.wikidata.org/entity/Q9372385,Wiadomości,periodical,company or gov. agency,1
2375,http://www.wikidata.org/entity/Q9372402,Q9372402,periodical,company or gov. agency,1
10,http://www.wikidata.org/entity/Q102274027,University of Valenciennes,university in france,university,1
2378,http://www.wikidata.org/entity/Q9379467,Faculty of Humanities of MSCU,academic institution | faculty,university,1
2380,http://www.wikidata.org/entity/Q9379670,"Faculty of Law and Administration, University of Warsaw",academic institution | faculty of law,university,1
2381,http://www.wikidata.org/entity/Q9379710,Theology faculty of the Jagiellonian University,catholic theological faculty | faculty | former entity,university,1
6,http://www.wikidata.org/entity/Q1017003,Germania zu Würzburg,burschenschaft,not classified organisation,1
5,http://www.wikidata.org/entity/Q1017001,Burschenschaft Brunsviga,burschenschaft,not classified organisation,1
4,http://www.wikidata.org/entity/Q101530643,Archiv země České,archive | publishing company,company or gov. agency,1
19,http://www.wikidata.org/entity/Q1026932,"California State University, Los Angeles",public educational institution of the united states | university,university,1
2343,http://www.wikidata.org/entity/Q9066980,Real Academia de Bellas Artes de San Telmo,academy,learned society,1
2342,http://www.wikidata.org/entity/Q9066977,Q9066977,academy,learned society,1
2341,http://www.wikidata.org/entity/Q905937,Sapir Academic College,college,educational institution,1
2376,http://www.wikidata.org/entity/Q9379430,"Faculty of Philosophy and Sociology, University of Warsaw",academic institution | faculty | philosophy faculty,university,1
2339,http://www.wikidata.org/entity/Q903085,Reformed College of Debrecen,educational organization | gymnasium | kindergarten | primary school | religious school | seminary | university dormitory,university,1
33,http://www.wikidata.org/entity/Q104381855,Q104381855,burschenschaft,not classified organisation,1
2337,http://www.wikidata.org/entity/Q902050,Brunswick Historical Society,historical society,learned society,1
2336,http://www.wikidata.org/entity/Q902047,Braunschweigische Wissenschaftliche Gesellschaft,scientific society,scientific organisation,1
34,http://www.wikidata.org/entity/Q104422906,Faculty of History and Philology of PSU,faculty | faculty of humanities,university,1
35,http://www.wikidata.org/entity/Q104433229,Directorate of Archives and Libraries,government agency,company or gov. agency,1
2333,http://www.wikidata.org/entity/Q900107,Q900107,catholic school | gymnasium,educational institution,1
2332,http://www.wikidata.org/entity/Q896717,Evangelical Lutheran Church in Thuringia,former entity | landeskirche,not classified organisation,1
2407,http://www.wikidata.org/entity/Q96482839,National Technical Museum,czech research institution | museum | organization,research organisation,1
2330,http://www.wikidata.org/entity/Q895960,Max Planck Institute for Coal Research,max planck institute | medical check-up,research organisation,1
36,http://www.wikidata.org/entity/Q1045828,University of East Anglia,educational organization | higher education institution | organization | university,university,1
2328,http://www.wikidata.org/entity/Q894657,Beijing Botanical Garden,botanical garden | region,not classified organisation,1
2327,http://www.wikidata.org/entity/Q8937989,Belarusian (Taraškievica) Wikipedia,wikipedia language edition,not classified organisation,1
2326,http://www.wikidata.org/entity/Q890884,Eduardo Mondlane University,university,university,1
2325,http://www.wikidata.org/entity/Q883739,National Socialist Association of German Legal Professionals,organization,not classified organisation,1
37,http://www.wikidata.org/entity/Q104618431,Archiv für alternatives Schrifttum,archive,not classified organisation,1
2323,http://www.wikidata.org/entity/Q881846,Kyffhäuserbund,eingetragener verein | veterans' organization,not classified organisation,1
2322,http://www.wikidata.org/entity/Q877925,Queen's University Belfast,public research university | university,university,1
2321,http://www.wikidata.org/entity/Q8773277,El Pensamiento Navarro,newspaper,not classified organisation,1
2318,http://www.wikidata.org/entity/Q873574,Rote Hilfe,aid agency | political organization,not classified organisation,1
40,http://www.wikidata.org/entity/Q104767398,Q104767398,archive,not classified organisation,1
41,http://www.wikidata.org/entity/Q104773727,Sovrintendenza capitolina ai beni culturali,statutory corporation,not classified organisation,1
2331,http://www.wikidata.org/entity/Q896706,University of Applied Sciences Potsdam,public educational institution | university of applied sciences,university,1
2406,http://www.wikidata.org/entity/Q964,Wikinews,mediawiki wiki | wikimedia project,not classified organisation,1
2405,http://www.wikidata.org/entity/Q963904,University of Prešov,open-access publisher | public university | university,public university,1
2404,http://www.wikidata.org/entity/Q96070292,Svaz českých spisovatelů,writers union,not classified organisation,1
2403,http://www.wikidata.org/entity/Q960646,Roman Catholic Diocese of Bayeux,diocese of the catholic church,not classified organisation,1
2389,http://www.wikidata.org/entity/Q940690,University of Missouri–Kansas City,public educational institution of the united states | public university,public university,1
2390,http://www.wikidata.org/entity/Q941551,Washburn University,public educational institution of the united states | public university,public university,1
2368,http://www.wikidata.org/entity/Q9346181,Stowarzyszenie Dziennikarzy Polskich,voluntary association,not classified organisation,1
2391,http://www.wikidata.org/entity/Q941806,Universidad de Castilla-La Mancha,open-access publisher | public university,public university,1
2366,http://www.wikidata.org/entity/Q93344183,Q93344183,research institute,research organisation,1
2365,http://www.wikidata.org/entity/Q93263572,Associació d'arxivers i gestors de documents valencians,association | medical check-up | professional association,not classified organisation,1
2363,http://www.wikidata.org/entity/Q930528,University of Trento,open-access publisher | organization | university,university,1
2362,http://www.wikidata.org/entity/Q9295824,Defenders of Westerplatte High School in Gdańsk,general education liceum,not classified organisation,1
2361,http://www.wikidata.org/entity/Q92765095,Q92765095,organization,not classified organisation,1
2399,http://www.wikidata.org/entity/Q957484,Mexican Academy of History,academy,learned society,1
2395,http://www.wikidata.org/entity/Q948882,National Library of Brazil,library | national library | public library,not classified organisation,1
2358,http://www.wikidata.org/entity/Q924289,King's College,college of the university of cambridge | university building,university,1
2356,http://www.wikidata.org/entity/Q9206075,Q9206075,organ of state,not classified organisation,1
2355,http://www.wikidata.org/entity/Q9206066,Q9206066,government organization,company or gov. agency,1
2354,http://www.wikidata.org/entity/Q9182096,Bunt Młodych,periodical,company or gov. agency,1
2353,http://www.wikidata.org/entity/Q917874,Åbo Akademi University,public university,public university,1
2352,http://www.wikidata.org/entity/Q9167868,Bałtycka Wyższa Szkoła Humanistyczna w Koszalinie,academic institution,educational institution,1
2351,http://www.wikidata.org/entity/Q91615401,Société des aquafortistes français,organization,not classified organisation,1
2350,http://www.wikidata.org/entity/Q9159242,Archive of the Polish Academy of Sciences,archive,not classified organisation,1
2349,http://www.wikidata.org/entity/Q913972,Order of Friars Minor,mendicant order | organization,not classified organisation,1
2348,http://www.wikidata.org/entity/Q9137024,Q9137024,magazine,not classified organisation,1
2346,http://www.wikidata.org/entity/Q9078428,Sociedad Castellonense de Cultura,cultural institution,not classified organisation,1
2398,http://www.wikidata.org/entity/Q956501,Pembroke College,college of the university of cambridge | university building,university,1
2394,http://www.wikidata.org/entity/Q946380,All-Russian Central Executive Committee,government agency,company or gov. agency,1
2060,http://www.wikidata.org/entity/Q677662,University of the National Education Commission,normal school | open-access publisher | university,university,1
2059,http://www.wikidata.org/entity/Q67648351,Union Territorial Anabad Cantabria,professional association,not classified organisation,1
111,http://www.wikidata.org/entity/Q1125605,French Democratic Confederation of Labour,national trade union center,not classified organisation,1
2057,http://www.wikidata.org/entity/Q675016,Société nationale des beaux-arts,art exhibition | organization,not classified organisation,1
2056,http://www.wikidata.org/entity/Q674996,Lilienfeld Abbey,abbey | monastery | museum,scientific organisation,1
2055,http://www.wikidata.org/entity/Q67387000,University of Montreal - Records Management and Archives Division,archive | department,not classified organisation,1
112,http://www.wikidata.org/entity/Q1126143,Society of Fighters for Freedom and Democracy,veterans' organization,not classified organisation,1
113,http://www.wikidata.org/entity/Q1127396,Consilium ad exsequendam Constitutionem de Sacra Liturgia,council,not classified organisation,1
2052,http://www.wikidata.org/entity/Q672416,Scuola Normale Superiore,archive | superior graduate school in italy,educational institution,1
