uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q104582525,José de la Torre y del Cerro,1876,membership,http://www.wikidata.org/entity/Q10357803,"Real Academia de Ciencias, Bellas Letras y Nobles Artes de Córdoba",2,academy | learned society,1851-1880,"['academy', 'learned society']"
http://www.wikidata.org/entity/Q104582525,José de la Torre y del Cerro,1876,education,http://www.wikidata.org/entity/Q21705070,Universidad Central,4,higher education institution | public university | replaced entity | university,1851-1880,"['higher education institution', 'public university', 'replaced entity', 'university']"
http://www.wikidata.org/entity/Q104582525,José de la Torre y del Cerro,1876,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1851-1880,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104582525,José de la Torre y del Cerro,1876,membership,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,3,academy | archive | publishing company,1851-1880,"['academy', 'archive', 'publishing company']"
http://www.wikidata.org/entity/Q104600289,Rafaela Márquez Sánchez,1891,employment,http://www.wikidata.org/entity/Q104767398,Q104767398,1,archive,1881-1910,['archive']
http://www.wikidata.org/entity/Q104600289,Rafaela Márquez Sánchez,1891,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104601457,María del Pilar Lamarque Sánchez,1903,employment,http://www.wikidata.org/entity/Q750403,Biblioteca Nacional de España,3,main library | national library | public library,1881-1910,"['main library', 'national library', 'public library']"
http://www.wikidata.org/entity/Q104601457,María del Pilar Lamarque Sánchez,1903,education,http://www.wikidata.org/entity/Q633561,University of Zaragoza,3,open-access publisher | public university | university,1881-1910,"['open-access publisher', 'public university', 'university']"
http://www.wikidata.org/entity/Q104601457,María del Pilar Lamarque Sánchez,1903,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104601560,María del Carmen Niño y Más,1907,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104601623,María Muñoz Cañizo,1903,membership,http://www.wikidata.org/entity/Q833196,Unión General de Trabajadores,4,labor union | organization,1881-1910,"['labor union', 'organization']"
http://www.wikidata.org/entity/Q104601623,María Muñoz Cañizo,1903,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",4,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602616,Severina María del Carmen Guerra San Martín,1907,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602656,Inocencia González Palencia,1897,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602719,María del Carmen Rúa-Figueroa,1906,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602734,Consuelo del Castillo Bravo,1907,education,http://www.wikidata.org/entity/Q24685998,Instituto Cardenal Cisneros,1,ies,1881-1910,['ies']
http://www.wikidata.org/entity/Q104602734,Consuelo del Castillo Bravo,1907,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602754,María Antonia Corrales Gallego,1906,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104602788,Teresa Vaamonde Valencia,1898,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104613641,Loris Elaine Williams,1949,education,http://www.wikidata.org/entity/Q1284960,Edith Cowan University,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q104613641,Loris Elaine Williams,1949,education,http://www.wikidata.org/entity/Q1145731,University of Technology Sydney,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q104614254,María Jesús Cuesta Escudero,1934,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104614840,María Blanca Álvarez Pinedo,1931,education,http://www.wikidata.org/entity/Q768224,University of Valladolid,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q104614840,María Blanca Álvarez Pinedo,1931,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104616048,Lajos Géczi,1952,education,http://www.wikidata.org/entity/Q369839,University of Szeged,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q104616282,María Teresa Triguero,1930,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104617334,Eumelia Sámano Guillén,1928,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104617658,Pilar García Morencos,1924,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104621428,María Luisa Fuertes Grasa,1912,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104621552,Pilar León Tello,1917,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104621552,Pilar León Tello,1917,employment,http://www.wikidata.org/entity/Q1768002,National Historical Archive,2,archive | national archives,1911-1940,"['archive', 'national archives']"
http://www.wikidata.org/entity/Q104622377,Consuelo Vaca González,1900,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",4,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629336,Ángel de la Plaza Bores,1895,employment,http://www.wikidata.org/entity/Q537883,Archivo General de Simancas,1,archive,1881-1910,['archive']
http://www.wikidata.org/entity/Q104629336,Ángel de la Plaza Bores,1895,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629363,Antonio Sierra Corella,1881,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629393,Luis Boya Saura,1901,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629460,Miguel Santiago Rodríguez,1905,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629560,Joaquín González y Fernández,1864,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1851-1880,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629594,Benito Fuentes Isla,1883,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629594,Benito Fuentes Isla,1883,membership,http://www.wikidata.org/entity/Q33108676,Consejo Nacional de Educación,1,advisory board,1881-1910,['advisory board']
http://www.wikidata.org/entity/Q104629594,Benito Fuentes Isla,1883,membership,http://www.wikidata.org/entity/Q482027,Catholic Action,1,catholic organization,1881-1910,['catholic organization']
http://www.wikidata.org/entity/Q104629594,Benito Fuentes Isla,1883,education,http://www.wikidata.org/entity/Q21705070,Universidad Central,4,higher education institution | public university | replaced entity | university,1881-1910,"['higher education institution', 'public university', 'replaced entity', 'university']"
http://www.wikidata.org/entity/Q104629789,María Fernanda Iglesia Lesteiro,1930,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104629789,María Fernanda Iglesia Lesteiro,1930,employment,http://www.wikidata.org/entity/Q1232428,University of the Basque Country,3,open-access publisher | publishing company | university,1911-1940,"['open-access publisher', 'publishing company', 'university']"
http://www.wikidata.org/entity/Q104629789,María Fernanda Iglesia Lesteiro,1930,employment,http://www.wikidata.org/entity/Q16489697,Biblioteca Pública del Estado en Burgos,2,library | main library,1911-1940,"['library', 'main library']"
http://www.wikidata.org/entity/Q104629789,María Fernanda Iglesia Lesteiro,1930,employment,http://www.wikidata.org/entity/Q1468481,University of Deusto,4,catholic university | jesuit university | open-access publisher | private university,1911-1940,"['catholic university', 'jesuit university', 'open-access publisher', 'private university']"
